Student_ID,Age,Gender,University_Year,Major,CGPA,Attendance_Percentage,Study_Hours_Per_Week,Projects_Completed,Certifications_Count,Internships,Communication_Skills,Teamwork,Problem_Solving,Interest_Domain,Skill_AWS,Skill_Adobe_XD,Skill_Agile,Skill_Ansible,Skill_Azure,Skill_CI_CD,Skill_Cybersecurity,Skill_Data_Analysis,Skill_Django,Skill_Docker,Skill_Elasticsearch,Skill_FastAPI,Skill_Figma,Skill_Flutter,Skill_GCP,Skill_Git,Skill_GraphQL,Skill_JavaScript,Skill_Kubernetes,Skill_Laravel,Skill_Linux,Skill_Machine_Learning,Skill_MongoDB,Skill_MySQL,Skill_Networking,Skill_Node.js,Skill_NumPy,Skill_PHP,Skill_Pandas,Skill_PostgreSQL,Skill_PyTorch,Skill_Python,Skill_REST_APIs,Skill_React,Skill_React_Native,Skill_Redis,Skill_SQL,Skill_Scrum,Skill_TensorFlow,Skill_Terraform,Skill_TypeScript,Career_Field,Total_Skills,Average_Skill_Level,Experience_Score,Soft_Skill_Score,Academic_Strength
SS05671,19,Female,Sophomore,Computer Science,2.71,78,17,7,2,3,9,6,6,Cloud & Infrastructure,2,1,5,6,0,7,3,2,0,7,0,0,0,5,0,8,0,5,2,2,1,1,1,1,4,0,6,3,4,3,2,7,2,1,3,0,1,7,5,4,3,Automation Engineer,32,3.56,12,7.0,0.438
SS05672,19,Female,Senior,Information Technology,3.22,87,30,4,1,1,6,8,10,Systems & Networking,0,1,0,5,3,4,2,0,0,0,1,0,2,2,3,6,0,2,0,1,5,0,2,0,6,4,1,3,2,4,0,9,0,5,1,3,0,7,0,1,0,Embedded Systems Engineer,26,3.27,6,8.0,0.688
SS05673,23,Male,Freshman,Business Analytics,2.35,79,16,7,0,0,7,8,8,Systems & Networking,5,3,1,0,0,2,2,0,0,2,6,1,6,5,3,6,4,1,8,2,8,2,2,5,6,2,2,3,2,1,0,1,4,1,4,5,4,2,0,0,5,IT Support Engineer,34,3.41,7,7.67,0.376
SS05674,22,Male,Sophomore,Electrical Engineering,3.06,84,15,7,1,1,5,3,6,Cloud & Infrastructure,6,2,1,5,0,8,2,6,3,8,0,3,0,4,0,8,2,1,3,1,2,3,2,3,1,2,0,4,0,3,3,8,6,1,5,5,2,8,1,2,1,Automation Engineer,35,3.57,9,4.67,0.518
SS05675,18,Male,Sophomore,Information Technology,3.41,80,20,10,4,0,7,6,0,Software Development,5,0,0,3,3,4,2,0,6,0,4,4,1,1,0,6,0,1,0,0,4,5,3,2,1,9,3,3,1,8,4,7,6,2,2,1,10,1,0,3,5,Backend Developer,32,3.75,14,4.33,0.593
SS05676,21,Male,Junior,Business Analytics,3.3,72,20,7,1,2,5,3,6,Cloud & Infrastructure,8,4,1,2,10,2,3,0,5,10,0,4,0,2,7,4,0,3,8,1,8,0,0,1,0,3,2,1,0,3,0,3,3,2,0,4,3,4,3,5,2,Cloud Engineer,31,3.9,10,4.67,0.524
SS05677,18,Female,Senior,Software Engineering,3.15,87,9,6,2,1,8,10,5,Data & AI,2,4,4,1,2,1,2,2,4,6,4,3,2,3,1,6,0,3,0,3,3,6,3,0,1,0,5,1,8,4,9,9,1,0,3,4,3,0,7,0,3,Machine Learning Engineer,34,3.62,9,7.67,0.502
SS05678,19,Female,Sophomore,Artificial Intelligence,3.11,84,14,7,1,3,7,7,5,Data & AI,0,0,5,3,2,4,4,0,0,7,0,3,3,3,1,5,5,1,4,1,1,8,5,1,3,7,6,3,5,1,5,7,3,1,2,1,2,3,7,4,0,AI Engineer,35,3.6,11,6.33,0.518
SS05679,18,Female,Senior,Data Science,3.04,77,10,7,0,0,10,7,6,Systems & Networking,0,4,2,3,0,0,1,3,1,0,4,4,4,3,1,4,2,5,1,1,6,1,2,1,6,0,1,0,1,3,1,0,3,2,0,2,0,4,0,0,3,IT Support Engineer,30,2.63,7,7.67,0.429
SS05680,20,Female,Sophomore,Software Engineering,2.3,86,12,5,3,0,6,7,8,Software Development,2,0,5,0,0,0,2,3,5,0,2,0,1,3,1,9,0,6,0,0,1,3,4,1,1,0,3,0,4,3,1,6,8,1,3,1,6,1,4,0,7,Software Engineer,29,3.34,8,7.0,0.379
SS05681,20,Female,Senior,Data Science,3.78,85,24,7,0,1,5,8,6,Cloud & Infrastructure,3,0,1,10,0,9,2,2,3,6,4,1,2,0,0,9,2,0,3,4,0,3,4,2,5,4,4,1,2,5,2,8,4,0,3,1,5,6,3,0,2,Automation Engineer,33,3.79,8,6.33,0.719
SS05682,18,Male,Sophomore,Software Engineering,3.07,94,16,10,0,2,6,5,8,Data & AI,2,0,5,3,5,0,5,4,4,4,0,0,6,2,4,2,5,6,3,0,2,5,4,0,1,4,8,5,8,0,6,9,6,1,0,1,2,1,3,5,3,AI Engineer,33,4.06,12,6.33,0.591
SS05683,22,Female,Junior,Electrical Engineering,3.02,73,4,10,2,1,8,6,6,Software Development,0,1,1,3,0,2,4,0,4,0,1,7,3,2,2,6,3,4,0,1,0,2,6,3,2,6,4,2,0,5,0,4,7,0,3,0,8,3,2,5,4,Backend Developer,31,3.55,13,6.67,0.35
SS05684,19,Male,Junior,Data Science,3.29,84,15,6,0,0,6,6,6,Software Development,0,0,1,2,1,3,5,3,5,4,4,9,0,2,2,8,2,2,0,1,4,2,7,1,1,6,1,0,2,8,0,6,5,4,3,2,6,4,0,0,0,Backend Developer,32,3.62,6,6.0,0.556
SS05685,19,Male,Sophomore,Business Analytics,3.13,79,27,6,1,2,8,10,8,Systems & Networking,4,3,0,3,3,6,0,0,3,4,0,2,6,4,0,8,0,4,0,3,3,3,3,3,5,3,2,2,1,5,0,6,2,0,4,0,2,1,3,1,2,Embedded Systems Engineer,31,3.35,9,8.67,0.598
SS05686,21,Female,Freshman,Business Analytics,3.32,70,21,3,2,0,9,8,6,Cloud & Infrastructure,0,1,3,7,4,5,1,4,4,7,4,1,4,4,1,5,1,3,2,0,0,2,0,2,0,3,0,2,2,2,4,7,2,1,4,0,0,7,0,1,3,Automation Engineer,32,3.22,5,7.67,0.523
SS05687,21,Female,Freshman,Artificial Intelligence,3.04,86,29,8,1,2,10,9,8,Cybersecurity,2,1,3,4,2,1,6,0,2,0,7,0,0,4,2,0,1,0,3,3,6,3,1,2,8,2,0,1,3,1,3,3,2,2,3,0,6,3,7,0,3,Cybersecurity Analyst,32,3.12,11,9.0,0.644
SS05688,22,Male,Sophomore,Software Engineering,3.0,85,28,7,3,3,5,8,6,Data & AI,0,3,5,0,0,0,2,3,3,9,3,3,1,0,0,1,1,2,2,2,1,5,5,0,2,5,8,0,7,4,5,7,2,0,2,4,0,1,9,0,0,Machine Learning Engineer,29,3.69,13,6.33,0.622
SS05689,24,Female,Freshman,Electrical Engineering,4.0,92,14,6,1,4,8,5,6,Cybersecurity,3,3,1,3,0,0,8,0,2,0,7,3,3,4,0,5,4,0,2,3,8,1,4,0,8,0,3,0,4,0,0,8,2,5,3,3,4,3,1,4,2,Penetration Tester,30,3.8,11,6.33,0.716
SS05690,19,Male,Senior,Information Technology,3.18,60,22,6,0,1,7,7,6,Cybersecurity,1,1,3,4,0,1,8,0,5,1,2,4,2,2,1,0,4,1,3,1,5,0,0,1,8,1,0,4,6,0,2,4,0,2,2,0,6,4,2,2,3,SOC Analyst,32,3.0,7,6.67,0.445
SS05691,21,Male,Junior,Cybersecurity,2.77,66,17,10,2,0,6,6,8,Cloud & Infrastructure,4,3,5,6,0,7,2,0,2,7,4,1,1,2,2,8,1,5,3,2,1,3,0,2,5,1,2,2,2,2,0,9,2,0,1,1,1,6,0,0,2,Automation Engineer,34,3.15,12,6.67,0.373
SS05692,21,Male,Sophomore,Software Engineering,3.36,72,13,6,0,1,8,7,6,Business & Analytics,5,1,8,4,2,0,3,8,3,0,4,0,0,0,3,2,1,3,0,2,4,6,2,8,0,1,4,4,0,3,4,1,2,0,0,8,10,8,0,0,1,Business Analyst,29,3.97,7,7.0,0.476
SS05693,21,Female,Freshman,Artificial Intelligence,2.89,80,20,7,0,2,10,8,5,Software Development,0,2,5,1,0,1,3,0,2,0,0,1,2,0,0,5,3,8,2,3,3,0,4,0,0,5,2,0,4,0,1,7,4,0,3,2,6,0,5,0,8,Software Engineer,26,3.54,9,7.67,0.506
SS05694,23,Female,Senior,Computer Science,3.34,91,16,4,2,2,8,9,7,Cybersecurity,0,3,0,3,4,2,7,0,5,0,0,0,4,3,0,1,6,3,4,2,7,0,0,4,6,0,0,4,2,0,3,4,0,1,2,1,2,0,3,2,1,Cybersecurity Analyst,27,3.3,8,8.0,0.617
SS05695,22,Male,Junior,Data Science,3.48,86,14,7,2,2,7,9,4,Business & Analytics,0,5,2,1,3,6,6,10,5,1,0,5,4,2,1,2,2,2,6,0,2,3,2,10,2,2,7,1,4,7,0,3,2,2,4,5,9,2,0,5,4,Data Analyst,36,3.86,11,6.67,0.592
SS05696,23,Male,Senior,Data Science,3.27,89,22,6,1,2,3,8,5,Cloud & Infrastructure,4,3,1,5,4,6,4,2,0,7,0,0,4,0,0,8,0,3,1,5,0,0,1,3,1,1,2,1,3,1,4,4,2,1,0,3,2,8,0,3,3,Automation Engineer,31,3.23,9,5.33,0.642
SS05697,21,Male,Sophomore,Information Technology,2.73,100,18,7,0,2,5,3,6,Cloud & Infrastructure,8,3,4,8,9,9,0,0,3,6,0,4,3,4,5,1,4,0,4,2,10,6,4,0,1,0,2,0,2,0,0,3,1,2,1,2,2,2,0,7,1,DevOps Engineer,31,3.97,9,4.67,0.588
SS05698,20,Female,Freshman,Computer Science,3.26,90,28,7,1,1,7,4,10,Data & AI,0,1,5,0,1,2,2,8,0,3,0,0,5,1,2,0,2,0,4,3,3,6,3,2,2,0,7,4,7,4,7,9,0,3,4,0,5,1,9,0,2,Data Scientist,30,3.9,9,7.0,0.697
SS05699,22,Female,Junior,Computer Science,2.93,61,18,5,1,2,6,8,9,Data & AI,0,4,0,3,1,3,2,4,3,7,1,2,0,1,6,1,2,0,5,3,3,6,4,0,6,0,7,0,7,2,7,6,1,1,2,2,0,2,7,0,2,Machine Learning Engineer,32,3.53,8,7.67,0.376
SS05700,23,Other,Freshman,Software Engineering,3.26,94,22,7,2,4,6,4,5,Business & Analytics,1,0,6,0,3,0,6,8,1,0,4,7,0,4,2,0,3,2,3,3,2,4,1,7,3,0,0,5,1,2,0,0,2,4,1,2,5,8,0,0,0,Business Analyst,28,3.57,13,5.0,0.672
SS05701,22,Male,Senior,Data Science,2.49,80,11,8,1,0,5,9,6,Business & Analytics,1,4,6,4,4,0,2,9,4,2,0,1,2,3,3,3,2,0,4,2,0,3,4,9,3,2,0,5,2,0,0,0,0,5,3,0,5,7,3,2,3,Business Analyst,31,3.61,9,6.67,0.364
SS05702,19,Male,Senior,Electrical Engineering,3.37,81,18,7,1,1,3,8,8,Cybersecurity,0,0,1,2,3,4,8,0,1,1,2,3,0,4,0,0,1,2,1,2,4,3,3,2,7,0,3,1,0,0,6,0,0,3,3,2,6,1,4,4,4,SOC Analyst,30,3.03,9,6.33,0.576
SS05703,20,Male,Senior,Software Engineering,3.06,74,17,8,1,0,2,7,6,Cloud & Infrastructure,4,0,0,7,6,10,0,4,3,6,3,3,6,2,0,9,1,4,1,2,3,0,0,2,0,3,2,3,0,0,0,5,2,4,3,2,1,7,0,2,1,Automation Engineer,30,3.7,9,5.0,0.471
SS05704,25,Male,Sophomore,Data Science,3.2,74,18,8,1,1,7,6,5,Web Development,0,1,2,3,2,0,4,4,3,4,0,3,2,3,0,8,2,4,1,1,2,0,6,0,4,9,0,1,3,4,3,3,9,6,4,0,6,0,1,0,5,Full Stack Developer,31,3.65,10,6.0,0.503
SS05705,19,Female,Sophomore,Business Analytics,2.31,93,21,8,3,2,6,6,7,Cloud & Infrastructure,2,3,0,7,4,5,3,3,4,8,1,3,1,1,4,7,0,1,3,0,2,2,1,0,7,1,0,2,0,5,1,8,0,3,3,3,4,7,0,2,0,Automation Engineer,32,3.47,13,6.33,0.499
SS05706,21,Male,Senior,Electrical Engineering,3.3,83,13,10,1,1,8,7,4,Data & AI,4,5,0,2,0,2,5,0,4,7,0,1,0,1,0,4,2,2,1,1,2,4,4,1,0,0,5,3,9,2,7,9,3,3,0,0,2,0,8,1,1,AI Engineer,30,3.5,12,6.33,0.535
SS05707,25,Male,Junior,Software Engineering,3.51,90,20,6,3,1,6,7,6,Business & Analytics,0,1,4,4,4,1,2,10,2,1,3,0,0,0,3,2,2,1,0,3,3,2,0,6,0,2,6,3,6,6,2,3,5,7,1,2,8,2,3,0,2,Data Analyst,33,3.39,10,6.33,0.672
SS05708,22,Male,Freshman,Software Engineering,2.8,81,16,5,4,1,4,8,8,Business & Analytics,5,2,2,0,5,0,2,8,2,1,0,1,0,2,2,2,4,6,1,4,2,2,7,5,1,0,6,3,8,8,2,3,4,2,3,2,7,1,3,5,2,Data Analyst,36,3.47,10,6.67,0.464
SS05709,24,Male,Sophomore,Data Science,2.87,71,16,3,1,1,5,9,4,Systems & Networking,0,2,5,3,4,5,0,1,3,0,2,0,0,2,0,7,2,2,0,0,6,2,1,6,7,3,0,2,3,4,2,3,0,2,1,0,3,3,4,2,1,IT Support Engineer,30,3.1,5,6.0,0.413
SS05710,21,Female,Sophomore,Artificial Intelligence,3.51,81,23,6,0,0,5,7,8,Cybersecurity,2,0,5,0,2,1,5,0,4,3,7,3,2,4,0,3,2,0,3,0,9,1,1,3,7,1,3,0,2,3,2,5,3,1,0,0,7,2,2,2,3,Cybersecurity Analyst,32,3.22,6,6.67,0.641
SS05711,21,Female,Sophomore,Electrical Engineering,3.36,88,13,7,2,1,8,10,5,Cybersecurity,3,2,0,1,0,0,6,1,0,0,2,0,0,1,2,1,2,2,3,4,10,3,2,0,7,1,2,6,0,1,3,5,3,0,1,3,8,1,1,0,4,Cybersecurity Analyst,30,3.03,10,7.67,0.576
SS05712,23,Female,Sophomore,Electrical Engineering,3.25,79,17,6,0,2,6,4,5,Systems & Networking,0,3,5,1,0,5,7,4,1,4,5,0,6,0,1,6,0,2,2,3,3,4,0,3,5,2,4,0,2,0,2,0,3,1,0,3,2,0,0,2,3,IT Support Engineer,29,3.24,8,5.0,0.535
SS05713,23,Female,Junior,Information Technology,3.82,83,18,6,2,1,7,8,10,Cloud & Infrastructure,6,1,0,5,7,6,2,3,3,4,1,0,0,0,4,3,2,4,5,0,8,0,1,1,0,5,3,1,2,0,4,0,6,0,5,3,0,1,1,6,3,DevOps Engineer,30,3.53,9,8.33,0.663
SS05714,22,Male,Junior,Cybersecurity,2.85,84,16,7,1,0,7,5,7,Cloud & Infrastructure,0,1,0,8,2,8,1,3,1,6,4,5,2,0,1,7,2,1,1,2,5,1,2,0,3,2,1,0,6,3,3,5,4,2,0,2,6,6,4,0,3,Automation Engineer,34,3.32,8,6.33,0.491
SS05715,20,Male,Freshman,Business Analytics,3.53,90,13,11,1,1,6,4,8,Cloud & Infrastructure,7,6,0,0,7,5,5,0,2,6,0,1,1,0,5,2,0,1,6,7,5,3,2,0,2,3,0,4,3,1,3,2,1,2,4,3,3,3,3,4,2,Cloud Engineer,33,3.45,13,6.0,0.617
SS05716,20,Male,Senior,Business Analytics,3.67,77,28,13,1,2,8,8,4,Software Development,1,0,7,0,2,1,2,0,2,2,2,0,2,0,3,4,1,9,2,1,0,3,3,0,1,2,2,6,1,5,4,6,8,2,1,3,5,3,5,1,9,Software Engineer,34,3.26,16,6.67,0.684
SS05717,20,Female,Sophomore,Cybersecurity,3.08,69,25,8,2,1,10,7,9,Software Development,0,2,6,5,5,2,3,6,2,3,0,3,0,0,0,6,0,6,0,3,6,1,2,2,6,4,2,3,1,2,3,7,7,2,4,0,6,4,2,3,7,Software Engineer,33,3.82,11,8.67,0.51
SS05718,22,Male,Freshman,Cybersecurity,3.16,66,10,9,1,3,9,8,6,Systems & Networking,3,0,3,4,4,4,2,2,1,4,0,2,1,1,3,8,2,0,4,2,10,5,3,0,10,0,2,0,4,0,2,6,0,4,0,2,0,0,0,1,4,Embedded Systems Engineer,29,3.55,13,7.67,0.379
SS05719,23,Male,Sophomore,Electrical Engineering,2.7,85,24,4,4,0,7,4,4,Data & AI,4,5,3,1,2,1,1,6,1,9,2,3,1,1,0,1,4,1,4,3,3,8,2,2,3,5,8,0,4,6,7,7,2,6,4,2,1,0,8,2,1,Machine Learning Engineer,38,3.53,8,5.0,0.539
SS05720,21,Male,Freshman,Data Science,2.89,82,17,7,0,0,8,6,5,Software Development,4,6,4,1,0,2,2,0,9,4,4,10,2,0,4,7,5,1,3,3,5,3,6,2,2,8,1,1,2,7,0,4,7,0,4,2,7,1,4,3,1,Backend Developer,36,3.92,7,6.33,0.493
SS05721,20,Female,Sophomore,Data Science,3.16,84,13,5,2,1,6,5,8,Software Development,0,4,0,0,1,2,2,4,8,4,4,6,0,0,2,5,0,4,1,4,1,1,5,4,4,4,0,4,3,4,3,4,7,3,4,3,6,4,1,0,3,Backend Developer,33,3.61,8,6.33,0.518
SS05722,21,Male,Sophomore,Cybersecurity,3.09,98,18,11,0,2,3,7,7,Data & AI,4,0,3,2,4,4,4,8,2,3,0,1,2,1,0,1,2,1,2,0,3,7,2,6,2,0,8,5,6,4,9,5,4,2,0,0,7,3,5,0,2,Data Scientist,33,3.76,13,5.67,0.636
SS05723,19,Female,Sophomore,Cybersecurity,2.87,77,26,6,1,1,5,8,6,Business & Analytics,4,0,5,2,4,5,4,7,0,2,5,1,3,3,4,2,0,6,6,4,4,2,1,7,6,6,1,1,0,2,1,2,4,0,2,7,8,7,0,5,4,Business Analyst,35,3.91,8,6.33,0.534
SS05724,20,Female,Freshman,Electrical Engineering,3.35,75,35,7,1,2,5,6,6,Cloud & Infrastructure,8,3,3,0,7,3,5,0,6,8,1,0,3,3,6,1,5,2,9,5,8,0,3,1,2,0,1,1,0,1,0,3,2,2,2,5,0,0,2,9,2,Cloud Engineer,32,3.81,10,5.67,0.676
SS05725,22,Male,Sophomore,Electrical Engineering,3.22,71,20,4,1,2,8,8,10,Data & AI,6,2,3,1,1,2,1,4,1,8,0,3,0,2,2,1,3,0,2,5,4,8,2,0,2,6,9,2,7,3,7,8,2,3,0,4,3,0,6,3,2,AI Engineer,35,3.66,7,8.67,0.504
SS05726,23,Female,Freshman,Artificial Intelligence,2.91,79,13,8,2,2,6,4,7,Data & AI,2,3,0,4,1,1,1,1,2,10,1,1,3,7,2,3,6,0,0,1,1,7,4,2,0,3,6,0,7,3,10,7,0,0,2,0,3,5,9,2,3,AI Engineer,33,3.73,12,5.67,0.445
SS05727,20,Male,Junior,Data Science,3.53,79,14,5,3,0,9,5,6,Cybersecurity,0,1,1,4,1,8,9,0,0,5,1,4,3,2,1,0,0,4,1,3,8,4,1,2,7,1,0,0,0,3,4,0,3,1,3,1,6,0,4,1,3,SOC Analyst,31,3.23,8,6.67,0.556
SS05728,22,Male,Freshman,Business Analytics,2.73,84,25,13,1,1,5,6,7,Data & AI,0,3,0,5,2,3,0,6,7,1,2,1,2,1,0,0,1,2,3,2,2,5,3,2,3,0,9,0,7,6,4,9,0,1,4,0,6,2,6,2,1,Data Scientist,32,3.53,15,6.0,0.546
SS05729,21,Female,Junior,Business Analytics,2.98,73,26,10,2,1,7,6,5,Software Development,1,0,8,1,1,2,4,1,2,1,3,0,2,2,3,9,0,8,2,6,0,2,1,1,0,6,1,0,0,0,1,6,6,3,4,7,7,1,3,2,4,Software Engineer,33,3.36,13,6.0,0.527
SS05730,23,Male,Junior,Data Science,2.93,72,12,6,3,1,4,7,5,Cybersecurity,1,2,1,2,0,4,8,2,2,0,2,3,1,1,3,1,2,0,2,4,5,3,1,4,5,3,1,1,1,4,1,7,6,3,0,4,2,0,3,1,0,Penetration Tester,35,2.74,10,5.33,0.396
SS05731,19,Male,Junior,Cybersecurity,3.0,72,25,6,1,0,5,4,7,Systems & Networking,1,4,3,0,1,1,0,3,4,5,0,4,1,1,0,9,3,4,1,0,10,1,2,0,5,2,2,0,4,3,0,3,4,1,0,5,2,3,3,4,0,IT Support Engineer,31,3.19,7,5.33,0.516
SS05732,19,Female,Senior,Electrical Engineering,3.25,69,24,7,3,2,7,9,6,Systems & Networking,0,2,0,3,1,5,5,2,1,2,4,4,2,4,4,9,0,2,2,1,7,1,1,1,7,0,2,1,4,1,2,7,3,1,5,3,4,1,3,0,1,Embedded Systems Engineer,36,3.0,12,7.33,0.53
SS05733,23,Female,Senior,Software Engineering,3.15,60,18,6,2,4,9,4,8,Business & Analytics,6,0,4,3,4,3,2,8,0,4,2,2,2,0,5,1,2,3,2,3,0,1,3,5,1,5,6,1,6,6,6,2,3,0,6,1,9,3,3,2,2,Data Analyst,36,3.53,12,7.0,0.407
SS05734,20,Female,Senior,Electrical Engineering,3.0,98,11,6,0,3,10,8,10,Business & Analytics,0,0,6,2,0,0,1,6,2,4,3,0,4,3,2,4,0,1,1,4,4,0,0,8,3,1,4,2,0,0,3,2,4,1,1,3,4,7,2,5,2,Business Analyst,31,3.19,9,9.33,0.562
SS05735,20,Male,Junior,Data Science,3.42,83,9,10,1,1,10,6,5,Cloud & Infrastructure,5,6,3,7,6,6,4,3,4,3,0,1,1,0,7,4,4,3,8,2,6,4,0,0,3,0,0,0,2,0,0,0,3,3,1,6,3,0,0,9,0,DevOps Engineer,28,4.18,12,7.0,0.521
SS05736,22,Female,Junior,Business Analytics,3.67,77,20,9,1,0,7,6,9,Systems & Networking,4,5,0,1,2,3,2,3,1,5,1,3,3,0,2,3,0,0,3,0,9,0,0,0,6,0,4,0,3,0,5,6,2,0,1,2,1,1,1,0,3,Embedded Systems Engineer,28,3.04,10,7.33,0.617
SS05737,20,Male,Senior,Business Analytics,3.03,92,18,6,3,2,6,5,6,Data & AI,1,5,0,3,0,4,2,6,4,1,3,6,3,4,0,2,4,3,3,1,4,4,2,2,3,0,7,0,7,4,6,5,0,0,0,1,5,0,7,5,4,Data Scientist,32,3.78,11,5.67,0.588
SS05738,21,Female,Senior,Software Engineering,3.11,79,29,9,3,0,6,4,7,Data & AI,0,1,0,0,1,2,4,1,0,4,1,3,1,2,2,0,1,3,0,4,1,6,0,2,4,6,5,5,7,1,7,7,0,0,0,3,1,0,5,2,1,AI Engineer,30,3.1,12,5.67,0.611
SS05739,20,Male,Junior,Business Analytics,3.37,85,29,7,0,4,7,9,8,Cybersecurity,5,3,1,2,4,1,7,2,7,1,0,0,3,1,3,3,2,1,3,1,6,4,5,4,7,1,3,2,0,3,1,9,3,1,5,0,4,3,3,0,1,Penetration Tester,36,3.19,11,8.0,0.692
SS05740,21,Female,Junior,Information Technology,4.0,82,5,11,1,2,6,8,5,Systems & Networking,6,2,3,0,3,0,0,0,0,2,0,1,3,0,2,9,1,2,4,3,7,4,4,0,3,4,4,0,0,0,0,7,0,4,1,5,1,3,3,2,3,Embedded Systems Engineer,28,3.43,14,6.33,0.578
SS05741,20,Male,Junior,Electrical Engineering,3.3,70,21,8,0,2,6,5,6,Data & AI,3,3,1,5,0,3,0,1,4,7,3,2,0,2,0,2,2,2,4,1,1,10,6,2,5,5,9,1,8,0,7,7,1,1,3,3,4,4,8,0,5,AI Engineer,35,3.86,10,5.67,0.52
SS05742,20,Male,Freshman,Business Analytics,2.87,76,19,2,4,1,6,10,6,Cybersecurity,4,1,1,2,5,3,6,0,2,1,6,7,4,3,3,1,5,0,0,0,8,1,0,0,7,1,5,0,0,3,3,8,1,3,0,4,8,0,0,4,0,Cybersecurity Analyst,29,3.79,7,7.33,0.469
SS05743,22,Male,Junior,Computer Science,2.43,70,18,6,1,0,5,4,9,Cloud & Infrastructure,6,0,2,4,6,3,7,7,4,8,2,6,1,4,6,0,3,4,5,0,10,3,0,2,3,2,0,0,0,2,1,0,0,2,3,3,1,4,0,7,0,Cloud Engineer,30,4.03,7,6.0,0.35
SS05744,19,Female,Freshman,Software Engineering,3.54,64,13,10,1,1,8,5,6,Cybersecurity,2,3,2,4,6,1,6,3,0,4,2,4,1,3,3,0,3,1,2,3,8,2,6,0,5,1,6,0,3,1,0,9,2,1,1,1,7,1,5,4,1,Cybersecurity Analyst,36,3.25,12,6.33,0.455
SS05745,21,Female,Freshman,Information Technology,2.69,78,16,6,1,3,7,7,4,Systems & Networking,0,3,1,1,3,0,3,0,4,0,4,3,4,4,2,6,1,0,0,5,8,2,5,1,8,0,1,4,4,2,3,8,3,0,4,1,0,0,2,2,5,Embedded Systems Engineer,31,3.45,10,6.0,0.427
SS05746,22,Male,Junior,Electrical Engineering,3.41,100,27,5,5,0,7,6,5,Cloud & Infrastructure,2,8,3,7,2,7,4,2,2,6,5,1,1,0,1,9,4,3,2,1,3,4,3,0,4,0,1,3,4,2,3,7,5,0,0,3,2,7,2,3,0,Automation Engineer,35,3.6,10,6.0,0.777
SS05747,22,Male,Sophomore,Software Engineering,3.4,87,17,9,2,2,10,6,5,Web Development,2,3,1,0,5,0,5,3,1,1,0,3,1,4,0,6,0,7,1,3,0,6,7,5,6,6,0,2,0,1,0,0,7,8,5,0,8,1,3,2,8,Full Stack Developer,30,4.03,13,7.0,0.61
SS05748,20,Female,Freshman,Business Analytics,3.25,62,4,4,3,1,8,6,8,Systems & Networking,3,5,0,2,0,0,2,5,3,2,0,1,3,2,3,6,0,2,1,2,7,0,3,3,7,0,2,2,4,2,2,3,4,2,5,4,1,3,3,3,2,IT Support Engineer,34,3.06,8,7.33,0.319
SS05749,20,Male,Junior,Artificial Intelligence,3.02,68,26,7,4,0,6,6,5,Business & Analytics,6,0,7,2,1,3,0,7,4,2,1,3,1,0,4,0,0,3,0,3,3,2,4,8,1,1,0,1,3,3,1,3,4,0,1,0,8,7,1,5,3,Business Analyst,32,3.31,11,5.67,0.502
SS05750,21,Male,Sophomore,Artificial Intelligence,2.6,93,16,5,0,2,6,6,9,Data & AI,1,4,3,1,3,2,0,5,4,2,0,2,0,1,4,0,0,4,3,0,3,7,0,0,0,0,6,3,9,5,7,8,2,0,4,3,6,2,5,1,2,Data Scientist,30,3.73,7,7.0,0.506
SS05751,22,Male,Sophomore,Artificial Intelligence,3.29,91,20,7,3,3,10,6,4,Software Development,0,3,0,0,2,5,2,7,5,3,1,4,0,1,0,7,2,1,0,4,3,0,7,6,1,6,2,4,1,9,2,8,6,3,0,2,5,0,0,0,2,Backend Developer,30,3.8,13,6.67,0.642
SS05752,20,Female,Sophomore,Information Technology,3.06,76,10,6,1,1,7,8,3,Cloud & Infrastructure,5,2,0,9,7,8,2,3,3,6,1,2,1,4,7,3,0,3,7,1,7,0,0,0,5,5,3,6,5,2,5,3,2,0,3,3,3,3,0,10,4,DevOps Engineer,34,4.21,8,6.0,0.426
SS05753,21,Female,Senior,Data Science,2.92,72,18,10,0,1,5,6,7,Business & Analytics,4,8,1,2,4,2,5,7,1,4,2,1,3,2,1,4,0,1,0,3,1,0,3,6,1,0,7,1,6,4,5,3,1,5,0,0,7,0,3,1,6,Data Analyst,34,3.38,11,6.0,0.444
SS05754,23,Male,Senior,Business Analytics,2.64,76,19,10,1,1,6,9,5,Web Development,0,0,2,2,2,3,3,1,3,0,0,0,3,5,2,6,3,8,3,4,5,3,5,1,2,4,6,5,0,4,0,0,9,4,1,2,7,1,2,0,6,Full Stack Developer,32,3.66,12,6.67,0.431
SS05755,18,Male,Senior,Software Engineering,3.53,93,23,5,1,2,9,5,5,Software Development,2,3,8,1,4,3,3,0,1,0,1,4,2,0,3,9,1,8,2,6,6,3,4,0,1,3,3,3,3,1,0,5,5,1,0,0,10,0,0,1,9,Software Engineer,32,3.72,8,6.33,0.719
SS05756,21,Female,Sophomore,Software Engineering,3.41,82,26,5,0,1,9,6,7,Cybersecurity,3,2,0,1,2,2,10,2,0,1,4,3,0,0,2,3,1,3,1,5,9,5,0,3,7,0,1,0,1,1,3,8,0,3,2,3,7,4,4,2,0,Cybersecurity Analyst,32,3.38,6,7.33,0.655
