Student_ID,Age,Gender,University_Year,Major,CGPA,Attendance_Percentage,Study_Hours_Per_Week,Projects_Completed,Certifications_Count,Internships,Communication_Skills,Teamwork,Problem_Solving,Interest_Domain,Skill_AWS,Skill_Adobe_XD,Skill_Agile,Skill_Ansible,Skill_Azure,Skill_CI_CD,Skill_Cybersecurity,Skill_Data_Analysis,Skill_Django,Skill_Docker,Skill_Elasticsearch,Skill_FastAPI,Skill_Figma,Skill_Flutter,Skill_GCP,Skill_Git,Skill_GraphQL,Skill_JavaScript,Skill_Kubernetes,Skill_Laravel,Skill_Linux,Skill_Machine_Learning,Skill_MongoDB,Skill_MySQL,Skill_Networking,Skill_Node.js,Skill_NumPy,Skill_PHP,Skill_Pandas,Skill_PostgreSQL,Skill_PyTorch,Skill_Python,Skill_REST_APIs,Skill_React,Skill_React_Native,Skill_Redis,Skill_SQL,Skill_Scrum,Skill_TensorFlow,Skill_Terraform,Skill_TypeScript,Career_Field
SS05225,22,Male,Sophomore,Information Technology,3.19,78,16,6,1,1,9,6,6,Data & AI,0,0,1,3,4,3,2,4,2,8,1,5,1,2,2,7,4,0,0,4,2,8,5,0,2,2,8,6,7,0,9,8,1,3,1,0,0,0,7,0,3,AI Engineer
SS05226,20,Other,Freshman,Business Analytics,3.92,69,20,5,0,3,7,8,5,Cybersecurity,6,1,0,3,2,1,8,0,1,4,4,4,3,3,2,2,0,2,1,5,5,3,6,7,6,3,3,2,1,0,5,4,1,2,2,2,9,0,1,4,0,SOC Analyst
SS05227,20,Other,Junior,Artificial Intelligence,3.15,92,15,7,0,0,4,7,8,Cloud & Infrastructure,6,2,0,2,7,4,4,1,1,8,6,2,4,3,5,2,0,0,9,0,6,0,1,1,1,0,5,0,1,3,2,3,1,0,2,5,5,2,2,7,3,Cloud Engineer
SS05228,20,Female,Freshman,Artificial Intelligence,2.93,80,15,7,0,3,3,9,6,Business & Analytics,0,7,4,2,4,2,0,9,3,5,0,0,0,0,3,3,4,0,2,1,1,0,2,8,5,0,2,1,1,1,3,0,3,0,3,0,8,6,0,3,3,Business Analyst
SS05229,22,Female,Junior,Information Technology,3.26,72,26,7,2,2,7,7,6,Web Development,1,1,1,6,1,0,5,1,2,3,5,4,3,0,2,9,1,4,0,3,2,0,8,4,0,8,1,6,4,4,3,0,7,7,1,0,9,4,3,0,8,Full Stack Developer
SS05230,20,Male,Junior,Computer Science,2.74,81,37,4,2,2,4,3,2,Systems & Networking,2,3,2,2,3,3,2,5,1,4,5,2,6,2,2,8,3,0,2,0,6,1,2,2,9,4,3,2,1,1,2,0,5,2,4,0,2,0,4,1,2,IT Support Engineer
SS05231,18,Female,Sophomore,Software Engineering,3.25,83,24,6,0,0,10,7,9,Cybersecurity,1,4,4,1,3,5,6,3,1,1,0,2,1,0,2,0,2,4,0,0,5,0,1,4,9,3,0,1,8,3,7,2,0,3,3,0,9,3,2,4,0,SOC Analyst
SS05232,21,Female,Senior,Software Engineering,2.59,79,21,7,0,3,4,4,5,Data & AI,6,1,1,3,0,2,6,7,3,2,1,0,2,1,0,1,1,0,2,0,0,7,0,3,1,1,6,1,7,3,6,6,0,4,2,1,10,2,8,0,3,Data Scientist
SS05233,19,Male,Freshman,Business Analytics,3.46,86,20,8,1,1,7,8,8,Cybersecurity,3,4,1,3,4,2,6,0,1,1,0,1,6,1,5,2,1,3,0,5,7,0,0,0,6,3,4,0,3,5,3,8,4,0,0,2,2,0,0,5,1,Penetration Tester
SS05234,24,Male,Freshman,Computer Science,3.57,78,21,5,1,2,6,8,7,Business & Analytics,0,3,2,5,3,0,4,9,0,0,3,3,3,1,0,3,2,0,3,0,2,3,3,9,4,3,5,4,8,6,4,0,3,1,1,2,9,2,2,3,0,Data Analyst
SS05235,21,Female,Freshman,Electrical Engineering,3.07,92,19,8,0,1,6,8,7,Software Development,2,1,0,3,0,4,1,2,7,4,0,8,3,9,0,4,0,0,3,2,4,1,8,0,2,4,0,4,5,3,2,7,9,0,4,2,6,0,1,1,0,Backend Developer
SS05236,24,Male,Senior,Electrical Engineering,3.31,97,28,7,2,1,7,6,6,Software Development,0,0,4,3,2,3,4,1,5,2,1,8,1,7,4,6,4,1,0,0,0,0,7,0,1,6,5,1,0,6,1,8,8,2,4,3,8,4,4,0,1,Backend Developer
SS05237,20,Male,Freshman,Cybersecurity,2.34,87,27,7,2,0,5,8,4,Cybersecurity,6,0,1,6,1,2,9,3,2,0,2,1,0,4,3,1,0,2,0,5,5,4,2,3,6,6,5,4,5,2,0,4,1,3,0,2,8,1,3,0,3,Cybersecurity Analyst
SS05238,20,Male,Sophomore,Data Science,2.71,94,21,9,0,0,4,8,4,Software Development,0,1,3,1,0,0,3,0,7,0,3,6,0,0,6,5,3,2,1,0,0,1,7,0,1,4,0,2,1,8,1,6,10,6,7,4,5,2,2,2,1,Backend Developer
SS05239,21,Female,Junior,Computer Science,2.92,77,13,7,5,4,4,6,6,Systems & Networking,3,0,3,5,6,4,4,1,5,0,0,3,3,4,0,8,4,2,2,5,8,0,2,1,9,1,2,7,3,2,1,3,1,3,4,0,0,2,2,0,0,IT Support Engineer
SS05240,20,Male,Sophomore,Business Analytics,3.63,96,18,8,0,2,10,6,3,Systems & Networking,0,0,0,0,2,1,5,0,2,1,3,3,0,4,2,8,2,0,3,4,5,4,0,3,6,5,3,0,2,0,2,1,0,2,0,2,6,1,0,3,2,IT Support Engineer
SS05241,26,Male,Senior,Cybersecurity,2.68,92,23,6,1,2,6,3,7,Data & AI,1,1,0,1,4,2,0,3,1,5,1,3,0,3,5,2,0,2,2,2,3,9,2,2,5,2,4,1,7,3,6,8,1,4,0,5,5,0,7,1,0,Machine Learning Engineer
SS05242,20,Female,Sophomore,Artificial Intelligence,3.37,84,16,3,1,1,9,7,7,Software Development,1,3,5,1,2,0,2,3,7,1,5,3,2,2,0,6,0,9,0,0,3,2,1,3,1,5,6,2,5,2,4,8,9,0,2,3,7,0,1,2,9,Software Engineer
SS05243,23,Male,Junior,Business Analytics,3.74,75,20,5,2,4,9,6,6,Cybersecurity,2,3,4,2,4,3,6,0,2,3,0,1,2,4,3,3,0,3,0,1,8,0,1,0,7,5,3,3,1,4,0,9,2,1,5,4,7,3,6,0,3,Cybersecurity Analyst
SS05244,19,Female,Senior,Data Science,3.47,70,18,8,2,5,5,9,4,Cloud & Infrastructure,1,3,3,9,2,8,1,0,1,10,1,4,4,4,2,8,1,2,0,1,0,6,0,2,5,0,0,1,5,2,0,7,5,2,2,0,3,6,4,0,0,Automation Engineer
SS05245,23,Male,Sophomore,Electrical Engineering,2.43,88,20,10,1,1,5,6,7,Web Development,0,2,3,4,1,2,0,0,4,3,2,0,2,0,4,6,1,10,3,4,1,3,6,3,4,8,3,0,4,0,1,4,7,10,3,4,4,1,3,3,6,Full Stack Developer
SS05246,22,Female,Sophomore,Business Analytics,3.27,75,24,5,2,1,6,7,5,Systems & Networking,1,0,1,5,3,3,1,2,1,6,2,2,3,2,4,7,2,0,0,4,9,2,0,2,5,4,5,1,1,1,2,2,1,3,3,0,1,4,1,0,3,IT Support Engineer
SS05247,20,Other,Freshman,Electrical Engineering,3.11,90,14,9,1,3,8,3,5,Data & AI,1,0,4,4,2,5,0,1,1,6,1,2,0,4,2,0,2,0,3,0,4,6,5,2,2,2,7,2,5,0,8,10,5,2,2,1,2,5,6,1,3,Machine Learning Engineer
SS05248,22,Male,Sophomore,Artificial Intelligence,3.23,83,15,6,1,1,6,8,8,Cloud & Infrastructure,8,3,1,2,8,1,2,4,5,8,1,3,2,4,7,1,1,0,6,0,4,2,0,1,0,3,1,1,0,4,0,4,0,2,2,3,0,2,1,5,4,Cloud Engineer
SS05249,21,Female,Freshman,Business Analytics,2.82,78,25,5,1,1,7,5,9,Data & AI,1,0,0,2,2,0,2,3,3,8,3,7,3,0,3,4,0,1,2,3,0,5,0,3,0,2,6,4,10,1,8,6,4,4,4,2,1,2,6,3,2,Machine Learning Engineer
SS05250,25,Male,Senior,Software Engineering,3.32,94,14,5,3,0,7,5,6,Business & Analytics,3,1,6,0,1,2,3,8,3,1,0,1,4,2,3,1,0,1,0,1,4,0,4,8,4,0,2,2,1,4,1,0,3,1,2,3,6,8,1,1,3,Business Analyst
SS05251,23,Female,Freshman,Cybersecurity,3.02,76,15,9,1,0,7,8,5,Cybersecurity,4,1,3,0,1,2,4,0,5,2,3,1,2,5,0,2,0,2,2,3,9,8,2,7,3,1,1,3,1,5,0,9,3,1,2,2,4,3,0,0,4,Penetration Tester
SS05252,21,Male,Senior,Cybersecurity,2.83,97,8,5,3,1,6,8,4,Data & AI,2,0,0,1,3,5,4,1,2,6,2,2,2,2,1,1,4,2,5,1,2,8,1,5,1,0,6,1,6,4,8,6,4,1,2,3,3,0,9,0,2,AI Engineer
SS05253,21,Male,Freshman,Information Technology,3.3,76,19,5,5,1,8,6,9,Data & AI,3,1,2,1,0,0,1,4,3,7,1,5,1,5,0,2,0,1,1,3,5,7,1,0,0,0,8,1,5,2,6,10,0,4,4,1,2,2,7,0,4,AI Engineer
SS05254,18,Male,Freshman,Business Analytics,2.32,88,17,4,3,1,5,7,7,Cloud & Infrastructure,2,0,2,6,0,5,0,4,0,5,1,0,1,4,1,9,3,1,2,0,8,3,0,1,5,3,0,0,0,0,5,8,0,3,0,1,3,8,1,5,3,Automation Engineer
SS05255,22,Female,Freshman,Data Science,3.51,82,23,5,0,1,7,10,7,Cybersecurity,1,0,1,2,3,1,8,2,4,3,2,3,1,2,1,4,3,0,1,6,6,3,1,1,6,3,1,2,4,2,2,2,3,0,1,1,6,0,0,1,4,SOC Analyst
SS05256,21,Male,Junior,Computer Science,2.89,90,17,8,0,0,6,7,6,Business & Analytics,3,0,0,1,5,0,2,6,2,0,1,0,1,2,4,0,3,1,3,1,1,0,3,3,1,1,9,5,8,5,3,0,2,4,1,4,5,1,2,2,2,Data Analyst
SS05257,24,Male,Senior,Electrical Engineering,2.76,92,19,8,1,1,6,4,8,Cloud & Infrastructure,3,3,5,7,6,4,3,5,3,9,0,0,0,5,5,4,2,2,8,3,7,1,5,0,2,3,4,4,2,2,1,1,4,4,2,2,2,0,3,5,3,DevOps Engineer
SS05258,21,Female,Junior,Cybersecurity,3.3,90,23,4,0,2,6,8,5,Systems & Networking,3,6,2,3,0,2,4,1,3,3,0,5,3,3,1,8,0,3,2,3,10,4,3,3,5,1,4,1,1,4,1,2,1,0,0,3,2,1,2,1,2,IT Support Engineer
SS05259,21,Female,Senior,Cybersecurity,3.52,73,8,8,1,4,8,5,7,Cloud & Infrastructure,8,3,2,9,6,9,0,5,2,8,3,2,2,3,4,3,0,1,4,0,5,0,0,2,1,6,2,0,1,3,2,0,0,2,1,1,2,3,0,7,0,DevOps Engineer
SS05260,19,Other,Junior,Data Science,3.42,83,11,7,3,1,8,7,5,Business & Analytics,1,4,7,3,4,0,0,8,0,0,3,5,2,2,0,5,2,4,0,4,1,1,1,10,2,1,0,2,2,3,1,4,3,4,0,0,4,5,0,6,0,Business Analyst
SS05261,18,Female,Senior,Software Engineering,3.14,85,23,8,0,2,5,6,6,Data & AI,6,4,4,0,3,1,3,5,2,0,1,1,3,5,0,0,5,4,3,3,4,7,3,0,1,3,5,1,6,2,6,7,1,0,0,3,8,2,7,1,3,Data Scientist
SS05262,21,Male,Sophomore,Electrical Engineering,2.7,69,31,7,2,0,9,7,3,Cybersecurity,1,1,3,3,2,5,6,0,1,1,1,8,0,0,3,1,1,2,4,2,8,0,0,2,5,3,4,1,0,5,4,5,2,4,5,4,1,2,5,1,0,Penetration Tester
SS05263,21,Female,Senior,Business Analytics,3.98,66,29,4,1,0,8,8,7,Cybersecurity,1,0,2,3,4,0,9,0,3,1,0,3,0,1,2,3,1,0,1,2,5,0,3,1,4,3,2,6,2,3,2,4,3,2,0,5,7,3,1,5,0,SOC Analyst
SS05264,19,Male,Freshman,Cybersecurity,2.97,73,18,3,1,2,6,5,10,Systems & Networking,1,4,2,4,2,0,2,3,1,1,2,2,0,2,3,10,3,1,1,4,8,5,1,1,7,2,0,2,1,4,0,0,5,3,1,0,4,1,1,0,2,IT Support Engineer
SS05265,19,Female,Senior,Computer Science,3.16,81,15,5,0,1,7,10,7,Cloud & Infrastructure,7,4,7,0,7,5,2,1,4,9,3,0,6,0,6,2,3,3,8,1,8,0,3,0,1,0,1,0,1,0,0,0,6,2,2,2,5,2,2,10,3,Cloud Engineer
SS05266,25,Male,Senior,Business Analytics,2.47,100,24,7,1,2,8,5,6,Data & AI,0,0,3,3,4,1,3,5,3,6,0,0,4,1,0,2,4,6,2,1,2,7,2,0,1,0,9,0,4,4,7,5,0,3,0,2,1,3,5,1,3,Machine Learning Engineer
SS05267,21,Other,Senior,Software Engineering,3.25,92,26,6,2,1,2,7,9,Cloud & Infrastructure,7,6,0,4,6,7,0,0,0,8,1,2,2,2,6,3,4,3,6,4,7,1,3,0,4,0,3,2,0,4,6,0,0,2,5,2,1,1,1,8,0,DevOps Engineer
SS05268,22,Female,Freshman,Computer Science,2.85,77,25,12,2,2,7,7,9,Data & AI,3,1,5,3,0,2,2,9,0,1,2,3,3,0,2,4,3,0,1,3,4,6,0,0,1,2,6,7,4,0,8,8,2,2,5,0,6,3,7,1,4,Data Scientist
SS05269,21,Other,Sophomore,Computer Science,3.77,86,14,4,4,2,8,9,7,Business & Analytics,2,4,0,2,3,3,0,6,2,1,2,2,0,3,1,0,1,3,2,0,4,1,1,10,4,1,5,3,6,7,3,0,1,0,1,3,5,1,3,4,0,Data Analyst
SS05270,24,Male,Sophomore,Information Technology,4.0,89,20,11,1,0,9,8,7,Cloud & Infrastructure,6,1,3,2,8,1,0,0,2,4,2,1,5,2,6,2,3,3,3,2,8,3,3,2,2,4,3,2,0,3,2,0,0,0,0,2,1,1,4,7,2,Cloud Engineer
SS05271,23,Male,Sophomore,Artificial Intelligence,2.98,86,29,8,0,2,9,5,8,Software Development,2,0,9,2,0,1,5,3,6,4,3,3,2,0,2,7,1,8,1,2,0,5,5,6,2,1,1,0,5,2,5,5,9,3,3,0,6,2,0,0,5,Software Engineer
SS05272,19,Male,Freshman,Information Technology,3.01,91,24,5,1,0,4,5,5,Cybersecurity,7,2,1,4,2,6,8,2,0,1,3,0,3,2,2,1,1,0,4,1,3,3,1,0,7,0,1,0,0,2,2,7,3,2,3,2,8,2,0,1,1,Cybersecurity Analyst
SS05273,23,Female,Junior,Information Technology,3.02,95,14,7,1,1,7,7,7,Web Development,0,5,2,4,4,4,1,2,1,0,5,0,4,0,3,7,3,5,1,0,0,2,9,0,2,7,5,3,4,0,4,3,5,8,2,3,6,0,3,1,3,Full Stack Developer
SS05274,21,Female,Freshman,Software Engineering,3.55,84,15,5,2,2,7,9,3,Systems & Networking,1,0,5,3,4,4,2,2,2,0,2,2,2,0,1,8,4,0,1,2,7,0,0,4,6,0,4,2,1,4,1,8,0,0,1,3,2,0,0,2,2,Embedded Systems Engineer
SS05275,21,Female,Sophomore,Data Science,3.54,89,24,6,1,0,7,7,6,Software Development,2,2,5,0,4,0,1,1,3,2,0,2,2,3,4,10,4,3,2,5,3,3,1,0,1,2,4,5,1,3,5,6,6,5,2,4,8,2,2,0,8,Software Engineer
SS05276,23,Female,Junior,Information Technology,2.81,100,11,7,0,0,7,3,8,Data & AI,4,3,7,0,5,3,3,8,0,4,3,1,6,0,5,3,2,1,1,5,4,10,3,3,4,0,9,0,6,3,9,8,0,4,3,2,3,2,10,1,3,Data Scientist
SS05277,22,Female,Junior,Computer Science,2.91,79,24,6,3,1,7,9,7,Cybersecurity,4,0,6,0,4,5,5,5,2,0,3,0,0,2,0,1,1,0,1,3,8,5,3,1,4,0,6,1,0,2,4,5,0,4,5,0,8,0,2,0,3,Cybersecurity Analyst
SS05278,21,Male,Sophomore,Cybersecurity,2.7,89,16,7,0,0,8,4,8,Data & AI,2,0,0,2,2,0,1,3,3,6,0,5,2,0,1,1,4,1,2,2,2,5,4,7,3,2,6,5,6,5,6,8,0,0,2,2,2,0,8,0,2,Machine Learning Engineer
SS05279,20,Female,Senior,Data Science,2.63,99,14,4,1,0,6,7,6,Cloud & Infrastructure,8,3,3,0,6,0,2,5,5,7,1,5,0,2,5,0,2,4,7,0,5,3,2,4,0,0,4,0,1,0,6,0,2,1,4,4,0,0,3,7,2,Cloud Engineer
SS05280,25,Female,Freshman,Computer Science,3.31,95,20,8,0,1,5,5,7,Cloud & Infrastructure,5,2,0,7,9,4,1,1,0,8,2,1,6,2,7,4,2,0,9,3,6,3,0,2,0,2,0,3,2,3,2,0,2,0,2,4,4,0,0,6,2,DevOps Engineer
SS05281,20,Female,Sophomore,Information Technology,2.7,88,21,6,0,2,5,4,6,Systems & Networking,5,0,1,3,3,2,0,1,4,3,3,1,1,5,4,8,2,2,2,1,7,0,2,0,10,1,2,1,2,2,2,0,0,3,4,4,1,3,2,2,0,IT Support Engineer
SS05282,22,Female,Sophomore,Electrical Engineering,2.98,80,18,9,2,1,8,7,9,Web Development,2,5,2,1,1,2,3,2,0,0,2,0,2,1,1,4,5,5,5,4,2,0,10,2,1,5,3,1,0,0,3,2,10,5,0,5,6,1,3,2,6,Full Stack Developer
SS05283,22,Male,Sophomore,Data Science,2.76,82,25,11,0,2,8,6,7,Web Development,3,4,2,1,2,5,2,3,4,3,1,0,4,0,1,7,1,5,4,3,0,0,6,2,2,7,0,3,8,0,2,4,8,7,0,0,8,0,3,3,7,Full Stack Developer
SS05284,19,Male,Freshman,Cybersecurity,3.05,84,11,7,1,1,7,6,6,Cloud & Infrastructure,8,2,1,7,8,7,3,3,3,7,2,0,1,1,8,0,1,2,8,2,7,2,2,1,1,4,0,2,0,5,2,1,0,3,3,0,1,3,2,5,3,DevOps Engineer
SS05285,18,Male,Freshman,Cybersecurity,3.23,67,18,5,1,4,3,7,6,Cloud & Infrastructure,6,2,2,5,5,5,4,4,0,7,2,0,0,3,5,2,6,1,6,5,5,4,1,4,1,0,1,4,3,2,4,4,1,2,0,0,0,0,1,6,3,DevOps Engineer
SS05286,24,Male,Freshman,Artificial Intelligence,3.06,77,17,7,0,1,6,6,7,Systems & Networking,6,1,0,2,3,0,1,3,2,1,4,2,3,1,4,4,3,1,6,2,5,0,3,5,4,1,3,4,6,4,7,9,2,1,2,4,0,0,0,1,4,Embedded Systems Engineer
SS05287,21,Male,Freshman,Information Technology,3.03,78,25,12,1,1,6,8,5,Cloud & Infrastructure,1,4,2,8,1,9,0,2,0,6,0,7,2,4,0,5,4,0,3,4,1,0,3,4,1,2,1,0,3,2,0,5,2,4,2,5,0,7,0,6,3,Automation Engineer
SS05288,21,Male,Sophomore,Data Science,3.22,75,30,5,3,1,8,9,3,Data & AI,3,5,4,3,4,0,5,9,1,0,3,3,1,1,1,5,0,2,0,3,2,7,2,0,0,3,5,3,7,0,8,4,1,3,0,3,9,2,6,2,0,Data Scientist
SS05289,24,Male,Sophomore,Cybersecurity,2.87,78,23,5,3,3,6,6,5,Cybersecurity,4,3,2,0,1,0,6,4,0,3,2,3,3,2,3,3,2,0,0,4,7,0,2,1,7,0,2,1,1,0,3,0,3,4,2,0,6,0,0,3,0,SOC Analyst
SS05290,22,Other,Junior,Electrical Engineering,3.71,96,13,9,0,0,6,6,8,Software Development,3,0,6,1,0,4,1,4,5,0,1,4,2,5,3,7,1,6,3,2,1,1,9,3,0,8,2,0,2,10,0,6,9,3,0,3,5,0,4,0,4,Backend Developer
SS05291,18,Male,Sophomore,Business Analytics,3.93,75,21,9,3,1,3,8,10,Cloud & Infrastructure,6,1,1,3,7,1,1,3,1,10,2,1,2,4,5,5,0,2,8,2,6,3,3,0,1,0,0,2,1,4,4,2,1,7,3,0,2,0,4,8,1,Cloud Engineer
SS05292,20,Female,Freshman,Artificial Intelligence,2.98,71,35,7,0,1,8,7,5,Cloud & Infrastructure,1,4,0,7,1,9,1,3,0,6,2,0,2,0,1,6,0,3,0,0,0,0,0,3,6,2,0,1,0,2,2,8,0,2,0,5,6,7,2,4,3,Automation Engineer
SS05293,21,Male,Sophomore,Business Analytics,2.73,97,22,6,1,0,5,6,5,Business & Analytics,5,4,2,5,4,0,0,6,5,1,3,1,2,1,4,1,0,7,0,3,1,1,4,6,3,2,6,4,7,7,1,3,1,2,0,1,8,2,6,4,5,Data Analyst
SS05294,19,Female,Junior,Artificial Intelligence,3.21,75,27,6,1,0,7,8,3,Data & AI,1,0,2,3,0,1,1,1,2,7,1,4,4,3,0,1,1,3,2,3,2,7,2,0,1,2,6,1,4,0,8,7,1,6,0,1,2,1,8,1,3,AI Engineer
SS05295,22,Female,Sophomore,Data Science,3.41,86,18,7,0,3,9,9,7,Cybersecurity,2,6,4,1,1,0,7,4,5,1,4,1,1,4,4,1,1,3,4,2,8,2,4,1,7,2,2,0,0,2,1,7,5,1,1,0,2,1,5,2,2,Penetration Tester
SS05296,21,Female,Junior,Business Analytics,2.95,86,12,7,1,0,6,6,5,Business & Analytics,5,1,0,0,4,2,4,8,3,2,1,0,2,2,4,4,0,2,1,1,4,0,6,7,4,1,5,5,5,9,2,3,1,1,0,3,4,1,4,0,1,Data Analyst
SS05297,21,Other,Junior,Data Science,3.14,92,24,6,1,0,6,4,4,Data & AI,1,3,2,2,3,0,0,3,3,6,4,3,0,1,1,0,3,2,0,1,3,9,2,4,5,1,7,0,5,0,6,7,2,3,1,1,4,2,6,4,2,Machine Learning Engineer
SS05298,23,Male,Junior,Software Engineering,2.25,82,14,7,1,1,4,9,6,Business & Analytics,1,2,0,1,0,1,0,6,0,3,5,4,3,3,2,0,5,4,2,2,0,0,0,9,1,0,9,3,8,7,0,2,4,0,2,0,6,0,4,2,3,Data Analyst
SS05299,18,Male,Junior,Electrical Engineering,2.57,91,16,7,2,1,4,4,6,Systems & Networking,0,4,2,2,5,4,3,1,5,2,4,4,0,3,2,10,1,6,5,2,6,1,2,5,7,2,6,3,1,3,0,5,4,3,2,0,3,3,7,0,3,Embedded Systems Engineer
SS05300,18,Male,Freshman,Business Analytics,2.0,66,26,7,1,3,8,6,6,Data & AI,5,2,2,1,1,0,3,3,3,3,3,1,0,0,4,2,5,2,2,6,2,6,1,2,4,0,5,0,5,3,9,4,0,0,5,1,2,0,7,2,1,AI Engineer
SS05301,22,Male,Junior,Cybersecurity,2.86,73,15,5,0,1,5,4,7,Data & AI,0,4,2,2,1,4,2,1,1,6,3,5,7,3,4,3,1,4,1,0,6,6,1,4,4,3,6,0,6,0,7,6,1,0,4,2,4,3,5,4,3,AI Engineer
SS05302,20,Female,Freshman,Information Technology,3.08,75,27,5,3,2,5,8,3,Systems & Networking,4,2,0,0,3,1,2,1,0,0,6,1,0,2,4,5,4,1,4,2,8,0,3,0,6,3,3,4,2,0,2,6,1,3,5,1,3,0,8,1,3,Embedded Systems Engineer
SS05303,19,Male,Junior,Software Engineering,2.61,77,25,6,3,2,10,9,8,Systems & Networking,3,3,0,3,4,0,3,3,2,1,0,3,3,3,2,9,3,0,3,0,7,4,1,0,7,0,2,2,0,5,3,5,5,4,1,3,4,1,1,5,3,Embedded Systems Engineer
SS05304,18,Male,Junior,Computer Science,3.78,79,2,8,1,2,8,3,5,Cybersecurity,0,4,0,2,3,2,7,0,0,7,2,2,5,1,0,0,3,1,4,3,5,5,4,7,6,1,2,4,3,2,0,9,2,0,1,0,0,0,3,4,0,Penetration Tester
SS05305,23,Male,Freshman,Business Analytics,3.42,60,13,6,1,1,5,5,8,Software Development,4,3,3,4,2,0,0,4,4,3,0,1,5,1,1,7,0,6,2,2,1,1,1,2,1,2,1,4,1,3,4,6,7,0,3,0,7,3,0,2,9,Software Engineer
SS05306,20,Female,Senior,Cybersecurity,2.93,75,24,7,1,1,5,6,5,Cybersecurity,0,0,3,0,1,0,6,2,1,3,2,1,1,0,0,3,0,4,0,4,6,5,4,2,7,2,3,2,1,3,0,7,1,2,4,1,6,4,3,4,3,Cybersecurity Analyst
SS05307,22,Male,Freshman,Artificial Intelligence,3.59,88,20,7,0,2,7,5,9,Cybersecurity,2,2,1,9,3,3,8,1,0,3,2,0,1,4,1,0,0,0,2,4,3,0,2,3,8,5,0,1,0,4,0,7,0,2,2,1,3,0,3,4,1,Penetration Tester
SS05308,20,Female,Senior,Computer Science,3.34,91,14,9,1,1,8,9,8,Business & Analytics,0,0,3,4,0,1,4,6,3,2,1,3,0,1,1,3,4,1,4,2,0,2,0,7,0,1,8,2,7,6,0,5,1,3,1,1,5,1,2,6,3,Data Analyst
SS05309,23,Male,Senior,Software Engineering,2.89,73,12,6,0,2,7,5,5,Business & Analytics,1,2,5,4,0,0,0,5,1,2,0,1,2,6,1,0,2,4,0,3,0,2,2,5,2,2,2,2,5,0,0,1,1,2,1,2,9,5,2,2,3,Business Analyst
SS05310,19,Male,Sophomore,Artificial Intelligence,3.37,74,32,6,0,1,10,7,9,Systems & Networking,3,0,5,3,6,3,1,7,2,2,1,3,3,1,2,7,2,5,3,2,6,3,6,6,6,0,2,3,2,1,1,8,0,4,2,0,4,2,1,0,0,Embedded Systems Engineer
SS05311,19,Male,Freshman,Computer Science,3.17,79,20,4,2,1,10,9,7,Data & AI,1,1,0,2,1,0,0,4,0,10,0,0,2,0,1,1,0,2,0,1,5,7,1,3,2,3,6,3,10,1,7,7,4,3,4,1,0,2,7,2,0,AI Engineer
SS05312,20,Female,Freshman,Data Science,3.15,95,24,5,2,2,6,8,7,Cloud & Infrastructure,7,1,3,7,9,6,0,0,5,7,0,1,1,1,9,5,2,5,8,0,6,7,0,0,0,0,4,2,1,2,3,0,3,0,3,0,1,0,5,5,4,DevOps Engineer
SS05313,21,Female,Junior,Cybersecurity,2.91,80,6,8,2,3,7,9,9,Web Development,0,0,3,4,3,1,3,0,1,2,1,1,3,1,3,6,5,5,0,0,6,4,5,1,0,8,2,2,7,0,6,5,6,7,2,4,6,0,2,0,4,Full Stack Developer
SS05314,23,Male,Senior,Information Technology,2.68,73,12,7,0,1,5,7,5,Cybersecurity,0,1,4,0,5,0,8,3,2,4,1,0,1,3,3,2,4,4,1,2,6,1,1,2,7,3,2,3,0,3,0,2,2,3,2,0,7,3,0,1,2,SOC Analyst
SS05315,19,Male,Junior,Electrical Engineering,3.36,84,26,2,1,0,7,6,7,Cybersecurity,2,0,3,1,3,1,9,1,2,1,2,3,3,0,4,1,5,1,1,6,5,3,1,1,8,2,1,2,5,2,4,2,5,0,1,4,3,3,5,1,0,SOC Analyst
SS05316,21,Male,Senior,Cybersecurity,3.16,76,10,9,2,3,5,3,7,Software Development,0,4,2,2,2,4,1,4,6,1,4,5,0,2,3,7,2,0,4,1,3,0,10,4,3,8,0,4,3,8,1,7,7,0,2,3,10,0,3,0,2,Backend Developer
SS05317,21,Other,Sophomore,Data Science,3.28,84,18,9,2,2,6,6,6,Data & AI,5,2,0,3,4,2,1,0,1,8,0,4,0,1,0,0,1,3,1,1,4,6,0,4,1,1,7,0,5,2,4,8,2,3,2,2,0,0,4,6,4,Machine Learning Engineer
SS05318,22,Male,Junior,Business Analytics,3.9,84,28,8,1,1,5,6,4,Software Development,2,4,2,4,6,2,3,5,5,3,3,8,3,0,2,8,0,1,6,0,3,1,7,4,5,10,0,4,4,7,3,9,8,2,0,1,6,4,0,2,4,Backend Developer
SS05319,23,Female,Junior,Artificial Intelligence,3.05,88,25,6,1,1,6,7,9,Web Development,0,3,2,3,2,5,4,1,4,0,1,2,4,4,3,5,5,7,3,3,3,3,6,1,4,7,0,0,2,4,5,3,8,5,2,2,5,1,3,4,6,Full Stack Developer
SS05320,23,Female,Junior,Business Analytics,3.28,78,17,9,3,0,4,6,7,Business & Analytics,2,0,5,2,5,0,6,8,1,3,0,0,0,5,1,7,1,3,0,3,2,4,4,6,0,1,6,6,5,4,0,2,4,0,0,5,5,6,2,0,1,Business Analyst
